Phrase,Target
youre touch populace one see hear touch would devastatingly lonely youre human world reverse seeing loneliness think would leave feeling impossibly unaccompanied,Negative
shift work nearly blew multiple people getting disappointed ahhh,Negative
backward normalizing th nsp0 honestly never finger hopeless past class like torment literally return,Negative
dont require live cauterize frozen ugly hopeless dont want live forever need live right cant take,Negative
hopeless romantic feels visceral disgust whenever interact trad cleaning lady,Negative
jeannie account depressed man ever envision nice quiet compressor buy the farm forced buy loud crass compressor,Negative
bring lonely same starting fights cant say,Negative
privation rewind seen recollective time got feeling lonely,Negative
anyways take antidepressant drug want tone lastly better,Negative
admit everything time spent in concert cant make believe find someone else hopeless isnt,Negative
mental wellness turn diddly depress worried giving insomnia recognise going make feel like chill constantly edge,Negative
chasing chasers off grim lonely unwanted way,Negative
could definitely practice antidepressant rn came outta nowhere,Negative
bloody lonely day fr,Negative
anyone deject stable nooky,Negative
know single lonely,Negative
spirit soooo lonely without,Negative
feeling hopeless mightiness fume,Negative
coffee lonely without cup lonely without,Negative
mentally unstable friends making flavor slow gives hopeless vibe,Negative
want try antidepressant drug know feels numb emotionally sleepyheaded entire day,Negative
zodiac mean value hell libra known causing emotional distress anyone hopeless romanticist,Negative
cant help sense hopeless cant assist one needs help heroic syndrome cook people suffer make everyone give springiness needs turn there way,Negative
hello dont like proprietor lonely eye dear roundabout,Negative
knew suffering instead help even push deeper mysterious drown felt hopeless,Negative
demand motivational speaker im depressed,Negative
let in desperate hopeless attempts forcing life people claim anteriority realness im even option,Negative
honestly honestly stay lonely believe believe happy ever so deep within deep inside lose forever,Negative
serious trouble mine scandalise making depressed,Negative
located strumpet of late feeling hopeless,Negative
lonely lonely feel valentine wrong,Negative
finna take human being rearwards lonely,Negative
bet develop lonely holy,Negative
supposition try explain palpate press down to a lesser extent conversational version told therapist guess feel depressed life history much want sound pretentious reality stay two,Negative
flipping spiral notebook computer sad hopeless words turn over liturgy,Negative
sometimes im tire sometimes im lonely sometimes wonder mean value dr house,Negative
filthy mind always cogitate negatively charged,Negative
valet goes doctor enjoin low wants die doctor says treatment uncomplicated orca named jeff loose keep door unlocked nighttime come get job done man bursts tears doctor jeff killer,Negative
believe ever get rid evil within one tells im hopeless i save,Negative
antidepressants cause suicidal ideation makes hard identify medical specialty bupkiss think,Negative
depressed teenager ugly haywire torso gross gender dr. right,Negative
peradventure hold up walkway journalling try meditation instead using time comment vegans spark off peoples choices sad u spend ur time like must lonely,Negative
interacted person psychologically dulled extreme genial illness high dosage antidepressant like word break down school tell apart turning going someplace else interviewer like,Negative
youre feel unfrequented kurapika would kura pick,Negative
feel sorts hopeless powerless today,Negative
likewise problem oof feel lonely heavy putting surplus step finding comfort closing off,Negative
yeah ngl sucks lonely birthday advocate,Negative
advice young people trying buy initiative planetary house right seems urgently hopeless,Negative
female parent lonely inside body violent thing practice years,Negative
shes listen crying like why lonely,Negative
ive notified antidepressant drug make people feel worse blocking emotions create pretended mirth feels better destroy lives blocking bed thats love arrive at crisis sidereal day begin due us innocents ii reunite,Negative
antidepressants working gravely bedridden atomic number 86 go gymnasium,Negative
antidepressant withdrawal method kicking ass rn,Negative
lonely depressed narcist without hope meaningful well chosen life time,Negative
soul recognise another solitary soul,Negative
hahahahaha beverage bc antidepressants make things bad,Negative
antidepressants cant supporter,Negative
second solar day take unexampled antidepressant made fucking nauseous today omad 512 kcals lol also slant physical exertion even walk lot bc feel awful too really sick lol,Negative
feeling hurts much feel pain become dead hopeless sign hearten heart still shed tear even though desire nothing try works perhaps little,Negative
hypersensitivity dissonance permanent fatigue duty slow decision make capacity social ambivalence lonely likewise want left alone short toughness zero sex activity drive fussy brain ego chatter overdrive negative common,Negative
improbably lonely rn,Negative
